States,Account_Length,Area-Code,Phone,International Plan,Vmail Plan,Vmail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge ,International Mins,International Calls,International Charge,Cutserv Calls,Churn_Flag
AL,132.00,408.00, 350-9318,0.00,0.00,0.00,222.00,85.00,38.00,165.00,76.00,14.00,208.00,97.00,9.00,11.00,4.00,3.00,0.00,0.00
NJ,93.00,415.00, 405-3533,0.00,0.00,0.00,146.00,85.00,25.00,217.00,95.00,18.00,233.00,82.00,10.00,12.00,3.00,3.00,0.00,0.00
CT,31.00,415.00, 390-9359,0.00,1.00,31.00,100.00,54.00,17.00,246.00,97.00,21.00,255.00,131.00,11.00,6.00,3.00,2.00,0.00,0.00
WY,70.00,415.00, 365-6205,0.00,0.00,0.00,175.00,130.00,30.00,160.00,130.00,14.00,261.00,96.00,12.00,12.00,4.00,3.00,0.00,0.00
AR,121.00,415.00, 418-9746,0.00,0.00,0.00,124.00,113.00,21.00,229.00,85.00,20.00,243.00,97.00,11.00,10.00,4.00,3.00,0.00,0.00
VA,16.00,510.00, 368-2583,0.00,0.00,0.00,206.00,69.00,35.00,170.00,93.00,14.00,220.00,64.00,10.00,11.00,3.00,3.00,0.00,0.00
IA,98.00,415.00, 338-7886,0.00,0.00,0.00,217.00,86.00,37.00,191.00,114.00,16.00,188.00,79.00,8.00,11.00,9.00,3.00,0.00,0.00
TX,97.00,415.00, 411-1715,1.00,0.00,0.00,144.00,117.00,24.00,273.00,82.00,23.00,178.00,81.00,8.00,11.00,3.00,3.00,0.00,0.00
FL,153.00,415.00, 399-8846,0.00,0.00,0.00,229.00,102.00,39.00,161.00,136.00,14.00,203.00,109.00,9.00,13.00,2.00,3.00,0.00,0.00
NM,55.00,415.00, 338-6556,0.00,0.00,0.00,132.00,103.00,22.00,280.00,114.00,24.00,180.00,74.00,8.00,14.00,4.00,4.00,0.00,0.00
TX,140.00,408.00, 417-8617,0.00,0.00,0.00,195.00,107.00,33.00,171.00,99.00,15.00,225.00,93.00,10.00,14.00,4.00,4.00,0.00,0.00
OR,129.00,408.00, 382-1104,0.00,0.00,0.00,98.00,99.00,17.00,241.00,62.00,20.00,255.00,123.00,11.00,11.00,4.00,3.00,0.00,0.00
ID,89.00,415.00, 377-2132,0.00,1.00,15.00,274.00,83.00,47.00,192.00,97.00,16.00,126.00,141.00,6.00,12.00,2.00,3.00,0.00,0.00
ID,128.00,408.00, 359-5890,0.00,0.00,0.00,125.00,99.00,21.00,205.00,107.00,17.00,254.00,111.00,11.00,19.00,2.00,5.00,0.00,0.00
SD,93.00,510.00, 416-7735,0.00,0.00,0.00,216.00,108.00,37.00,231.00,70.00,20.00,144.00,134.00,6.00,13.00,4.00,4.00,0.00,0.00
WY,3.00,415.00, 329-3501,0.00,1.00,23.00,206.00,102.00,35.00,210.00,83.00,18.00,182.00,99.00,8.00,6.00,4.00,2.00,0.00,0.00
AR,116.00,510.00, 409-5519,0.00,0.00,0.00,161.00,69.00,27.00,147.00,106.00,12.00,288.00,144.00,13.00,8.00,5.00,2.00,0.00,0.00
VT,124.00,415.00, 416-5623,0.00,0.00,0.00,178.00,72.00,30.00,234.00,134.00,20.00,179.00,91.00,8.00,12.00,2.00,3.00,0.00,0.00
TN,78.00,415.00, 332-6934,0.00,0.00,0.00,150.00,119.00,25.00,182.00,115.00,15.00,262.00,126.00,12.00,10.00,8.00,3.00,0.00,0.00
SC,99.00,510.00, 401-3685,1.00,1.00,39.00,127.00,94.00,22.00,294.00,115.00,25.00,174.00,91.00,8.00,8.00,4.00,2.00,0.00,0.00
AL,76.00,415.00, 367-8156,0.00,0.00,0.00,179.00,85.00,30.00,223.00,66.00,19.00,188.00,113.00,8.00,12.00,2.00,3.00,0.00,0.00
UT,167.00,415.00, 384-6032,0.00,0.00,0.00,95.00,114.00,16.00,316.00,105.00,27.00,181.00,71.00,8.00,11.00,6.00,3.00,0.00,0.00
ND,59.00,510.00, 351-4226,0.00,0.00,0.00,179.00,80.00,31.00,233.00,99.00,20.00,176.00,105.00,8.00,15.00,3.00,4.00,0.00,0.00
MA,112.00,415.00, 358-7379,0.00,1.00,17.00,183.00,95.00,31.00,253.00,125.00,21.00,157.00,95.00,7.00,10.00,3.00,3.00,0.00,0.00
CT,54.00,415.00, 387-4064,0.00,1.00,33.00,162.00,73.00,28.00,273.00,58.00,23.00,154.00,76.00,7.00,14.00,4.00,4.00,0.00,0.00
UT,93.00,415.00, 336-7455,0.00,0.00,0.00,174.00,127.00,30.00,177.00,73.00,15.00,240.00,111.00,11.00,11.00,3.00,3.00,0.00,0.00
SC,72.00,415.00, 415-2641,0.00,0.00,0.00,208.00,92.00,35.00,196.00,110.00,17.00,185.00,124.00,8.00,13.00,4.00,4.00,0.00,0.00
UT,102.00,510.00, 403-2262,0.00,1.00,45.00,129.00,142.00,22.00,239.00,114.00,20.00,223.00,66.00,10.00,9.00,4.00,2.00,0.00,0.00
WA,78.00,408.00, 372-7326,0.00,0.00,0.00,141.00,77.00,24.00,195.00,114.00,17.00,253.00,107.00,11.00,12.00,5.00,3.00,0.00,0.00
WV,93.00,415.00, 384-5343,0.00,0.00,0.00,142.00,95.00,24.00,221.00,100.00,19.00,227.00,71.00,10.00,10.00,3.00,3.00,0.00,0.00
IN,130.00,408.00, 360-9005,0.00,1.00,30.00,185.00,117.00,31.00,250.00,141.00,21.00,158.00,103.00,7.00,7.00,7.00,2.00,0.00,0.00
WY,78.00,408.00, 384-3902,0.00,0.00,0.00,220.00,95.00,37.00,180.00,121.00,15.00,188.00,109.00,8.00,12.00,5.00,3.00,0.00,0.00
NC,83.00,510.00, 366-2541,0.00,1.00,36.00,96.00,87.00,16.00,262.00,105.00,22.00,229.00,109.00,10.00,13.00,4.00,4.00,0.00,0.00
ME,120.00,510.00, 357-6794,0.00,0.00,0.00,164.00,109.00,28.00,237.00,95.00,20.00,186.00,141.00,8.00,12.00,5.00,3.00,0.00,0.00
GA,194.00,510.00, 333-6575,0.00,0.00,0.00,193.00,106.00,33.00,169.00,150.00,14.00,225.00,122.00,10.00,12.00,4.00,3.00,0.00,0.00
SC,92.00,510.00, 393-9886,0.00,0.00,0.00,184.00,103.00,31.00,271.00,97.00,23.00,133.00,104.00,6.00,11.00,2.00,3.00,0.00,0.00
NV,125.00,510.00, 336-1574,0.00,0.00,0.00,169.00,99.00,29.00,176.00,107.00,15.00,243.00,92.00,11.00,11.00,7.00,3.00,0.00,0.00
PA,104.00,415.00, 331-9374,0.00,0.00,0.00,187.00,102.00,32.00,176.00,114.00,15.00,222.00,84.00,10.00,13.00,3.00,4.00,0.00,0.00
IL,83.00,415.00, 368-8600,0.00,0.00,0.00,195.00,92.00,33.00,211.00,83.00,18.00,181.00,92.00,8.00,11.00,13.00,3.00,0.00,0.00
NM,118.00,415.00, 372-8925,0.00,1.00,42.00,149.00,105.00,25.00,167.00,105.00,14.00,271.00,105.00,12.00,10.00,7.00,3.00,0.00,0.00
KS,52.00,415.00, 413-4831,0.00,0.00,0.00,166.00,78.00,28.00,206.00,89.00,17.00,214.00,124.00,10.00,12.00,6.00,3.00,0.00,0.00
DC,96.00,415.00, 338-8612,0.00,0.00,0.00,218.00,120.00,37.00,140.00,109.00,12.00,228.00,111.00,10.00,12.00,3.00,3.00,0.00,0.00
WY,57.00,408.00, 357-3817,0.00,1.00,39.00,213.00,115.00,36.00,191.00,112.00,16.00,183.00,115.00,8.00,10.00,3.00,3.00,0.00,0.00
MT,111.00,415.00, 418-1655,0.00,0.00,0.00,226.00,82.00,38.00,179.00,101.00,15.00,182.00,90.00,8.00,9.00,4.00,2.00,0.00,0.00
MI,86.00,510.00, 349-2808,0.00,1.00,41.00,119.00,101.00,20.00,230.00,134.00,20.00,237.00,58.00,11.00,10.00,3.00,3.00,0.00,0.00
MD,74.00,415.00, 331-9293,0.00,0.00,0.00,156.00,116.00,26.00,174.00,63.00,15.00,257.00,97.00,12.00,8.00,4.00,2.00,0.00,0.00
MI,97.00,408.00, 337-4749,0.00,1.00,32.00,168.00,129.00,29.00,226.00,97.00,19.00,192.00,95.00,9.00,9.00,7.00,2.00,0.00,0.00
MS,114.00,415.00, 389-6790,0.00,1.00,34.00,154.00,109.00,26.00,221.00,142.00,19.00,209.00,103.00,9.00,10.00,5.00,3.00,0.00,0.00
AR,36.00,415.00, 346-9317,0.00,0.00,0.00,158.00,117.00,27.00,184.00,58.00,16.00,240.00,99.00,11.00,12.00,1.00,3.00,0.00,0.00
MN,68.00,510.00, 370-1525,0.00,0.00,0.00,227.00,94.00,39.00,168.00,129.00,14.00,189.00,117.00,8.00,10.00,1.00,3.00,0.00,0.00
NY,77.00,510.00, 415-9041,0.00,0.00,0.00,124.00,92.00,21.00,215.00,131.00,18.00,241.00,132.00,11.00,14.00,3.00,4.00,0.00,0.00
OK,57.00,408.00, 395-2854,0.00,1.00,25.00,177.00,94.00,30.00,195.00,75.00,17.00,214.00,116.00,10.00,8.00,4.00,2.00,0.00,0.00
HI,85.00,415.00, 362-5889,0.00,0.00,0.00,236.00,109.00,40.00,157.00,94.00,13.00,188.00,99.00,8.00,12.00,3.00,3.00,0.00,0.00
RI,101.00,415.00, 384-4267,0.00,0.00,0.00,177.00,105.00,30.00,199.00,136.00,17.00,210.00,150.00,9.00,8.00,5.00,2.00,0.00,0.00
FL,87.00,415.00, 371-8654,0.00,0.00,0.00,177.00,83.00,30.00,222.00,101.00,19.00,185.00,89.00,8.00,9.00,1.00,3.00,0.00,0.00
ME,123.00,408.00, 381-4562,0.00,0.00,0.00,114.00,91.00,19.00,217.00,123.00,18.00,251.00,102.00,11.00,11.00,3.00,3.00,0.00,0.00
ID,101.00,510.00, 406-4768,0.00,1.00,17.00,194.00,71.00,33.00,190.00,81.00,16.00,196.00,97.00,9.00,13.00,7.00,3.00,0.00,0.00
CO,98.00,408.00, 386-7337,0.00,0.00,0.00,236.00,122.00,40.00,189.00,110.00,16.00,154.00,104.00,7.00,13.00,4.00,4.00,0.00,0.00
IL,135.00,415.00, 416-5380,0.00,0.00,0.00,247.00,61.00,42.00,169.00,122.00,14.00,170.00,100.00,8.00,7.00,1.00,2.00,0.00,0.00
AR,63.00,510.00, 330-5168,0.00,1.00,49.00,215.00,86.00,37.00,198.00,89.00,17.00,171.00,139.00,8.00,8.00,5.00,2.00,0.00,0.00
NH,130.00,415.00, 373-3549,0.00,0.00,0.00,213.00,105.00,36.00,206.00,108.00,18.00,163.00,93.00,7.00,9.00,3.00,2.00,0.00,0.00
PA,92.00,415.00, 409-2917,1.00,0.00,0.00,256.00,125.00,43.00,143.00,111.00,12.00,181.00,101.00,8.00,12.00,3.00,3.00,0.00,0.00
SC,93.00,415.00, 372-4835,0.00,0.00,0.00,190.00,68.00,32.00,262.00,64.00,22.00,130.00,92.00,6.00,9.00,4.00,2.00,0.00,0.00
MD,120.00,415.00, 417-2608,0.00,1.00,40.00,128.00,99.00,22.00,248.00,78.00,21.00,200.00,121.00,9.00,16.00,3.00,4.00,0.00,0.00
CT,100.00,415.00, 360-9676,0.00,1.00,38.00,177.00,88.00,30.00,164.00,108.00,14.00,243.00,72.00,11.00,7.00,2.00,2.00,0.00,0.00
VA,86.00,415.00, 350-7492,0.00,0.00,0.00,121.00,82.00,21.00,238.00,96.00,20.00,220.00,125.00,10.00,11.00,5.00,3.00,0.00,0.00
MA,73.00,408.00, 360-6309,0.00,0.00,0.00,94.00,136.00,16.00,280.00,122.00,24.00,205.00,77.00,9.00,10.00,4.00,3.00,0.00,0.00
VA,78.00,415.00, 384-6230,1.00,1.00,20.00,253.00,102.00,43.00,218.00,105.00,19.00,107.00,93.00,5.00,11.00,3.00,3.00,0.00,0.00
ND,154.00,408.00, 346-4216,0.00,1.00,35.00,224.00,102.00,38.00,192.00,99.00,16.00,163.00,100.00,7.00,10.00,2.00,3.00,0.00,0.00
IL,101.00,415.00, 342-8702,0.00,0.00,0.00,125.00,66.00,21.00,257.00,85.00,22.00,193.00,115.00,9.00,13.00,4.00,4.00,0.00,0.00
OH,114.00,415.00, 363-2602,0.00,0.00,0.00,192.00,88.00,33.00,175.00,78.00,15.00,220.00,118.00,10.00,0.00,0.00,0.00,0.00,0.00
AL,74.00,415.00, 366-5737,0.00,0.00,0.00,180.00,110.00,31.00,213.00,100.00,18.00,182.00,95.00,8.00,12.00,10.00,3.00,0.00,0.00
MA,35.00,415.00, 401-3156,0.00,0.00,0.00,106.00,129.00,18.00,258.00,129.00,22.00,213.00,77.00,10.00,9.00,3.00,2.00,0.00,0.00
UT,108.00,415.00, 355-9356,0.00,0.00,0.00,211.00,117.00,36.00,164.00,103.00,14.00,201.00,68.00,9.00,9.00,5.00,3.00,0.00,0.00
VA,44.00,408.00, 356-4146,0.00,0.00,0.00,205.00,117.00,35.00,205.00,94.00,17.00,165.00,84.00,7.00,11.00,5.00,3.00,0.00,0.00
WY,39.00,510.00, 329-1120,0.00,1.00,38.00,202.00,66.00,34.00,200.00,87.00,17.00,174.00,112.00,8.00,10.00,3.00,3.00,0.00,0.00
MD,42.00,408.00, 337-7163,0.00,0.00,0.00,197.00,89.00,33.00,241.00,123.00,21.00,143.00,105.00,6.00,4.00,7.00,1.00,0.00,0.00
SC,149.00,415.00, 370-8676,0.00,1.00,20.00,148.00,132.00,25.00,277.00,94.00,24.00,150.00,110.00,7.00,10.00,6.00,3.00,0.00,0.00
MA,67.00,415.00, 357-6348,0.00,1.00,34.00,162.00,114.00,27.00,208.00,115.00,18.00,206.00,114.00,9.00,9.00,4.00,2.00,0.00,0.00
ID,90.00,415.00, 366-8053,0.00,0.00,0.00,259.00,140.00,44.00,124.00,119.00,11.00,188.00,79.00,8.00,13.00,3.00,3.00,0.00,0.00
WA,166.00,408.00, 354-9492,0.00,0.00,0.00,274.00,110.00,47.00,53.00,109.00,5.00,246.00,119.00,11.00,11.00,5.00,3.00,0.00,0.00
KS,79.00,415.00, 383-8807,0.00,0.00,0.00,178.00,83.00,30.00,167.00,84.00,14.00,224.00,142.00,10.00,15.00,8.00,4.00,0.00,0.00
CT,67.00,415.00, 418-8257,0.00,0.00,0.00,116.00,70.00,20.00,252.00,143.00,21.00,209.00,91.00,9.00,8.00,6.00,2.00,0.00,0.00
IA,36.00,510.00, 385-3540,0.00,0.00,0.00,117.00,94.00,20.00,235.00,117.00,20.00,221.00,108.00,10.00,9.00,2.00,2.00,0.00,0.00
WI,112.00,408.00, 417-5813,0.00,0.00,0.00,168.00,88.00,29.00,248.00,81.00,21.00,155.00,108.00,7.00,12.00,4.00,3.00,0.00,0.00
ID,74.00,415.00, 365-9696,0.00,0.00,0.00,221.00,124.00,38.00,111.00,94.00,9.00,240.00,112.00,11.00,11.00,3.00,3.00,0.00,0.00
NJ,120.00,415.00, 334-3514,0.00,0.00,0.00,146.00,58.00,25.00,209.00,103.00,18.00,216.00,91.00,10.00,12.00,2.00,3.00,0.00,0.00
VT,126.00,415.00, 403-3229,0.00,0.00,0.00,226.00,88.00,38.00,140.00,114.00,12.00,209.00,110.00,9.00,6.00,2.00,2.00,0.00,0.00
AK,121.00,408.00, 382-5743,0.00,1.00,34.00,245.00,95.00,42.00,217.00,66.00,18.00,112.00,125.00,5.00,8.00,8.00,2.00,0.00,0.00
NE,76.00,415.00, 419-9753,0.00,1.00,41.00,213.00,110.00,36.00,173.00,97.00,15.00,186.00,78.00,8.00,10.00,5.00,3.00,0.00,0.00
HI,86.00,408.00, 398-3004,0.00,1.00,21.00,198.00,99.00,34.00,166.00,100.00,14.00,208.00,120.00,9.00,10.00,9.00,3.00,0.00,0.00
NY,81.00,415.00, 353-6188,0.00,0.00,0.00,141.00,97.00,24.00,212.00,109.00,18.00,217.00,53.00,10.00,12.00,4.00,3.00,0.00,0.00
UT,83.00,510.00, 341-7855,0.00,1.00,33.00,228.00,85.00,39.00,249.00,114.00,21.00,94.00,89.00,4.00,10.00,7.00,3.00,0.00,0.00
AZ,92.00,415.00, 416-9522,1.00,1.00,45.00,281.00,88.00,48.00,198.00,103.00,17.00,94.00,76.00,4.00,8.00,3.00,2.00,0.00,0.00
NE,135.00,415.00, 332-1979,0.00,0.00,0.00,182.00,92.00,31.00,160.00,63.00,14.00,232.00,78.00,10.00,7.00,6.00,2.00,0.00,0.00
CO,49.00,415.00, 398-3157,0.00,0.00,0.00,172.00,142.00,29.00,224.00,100.00,19.00,177.00,86.00,8.00,7.00,1.00,2.00,0.00,0.00
IN,100.00,510.00, 397-6255,0.00,0.00,0.00,216.00,107.00,37.00,216.00,84.00,18.00,138.00,127.00,6.00,10.00,3.00,3.00,0.00,0.00
ID,104.00,415.00, 357-1700,1.00,0.00,0.00,148.00,108.00,25.00,162.00,113.00,14.00,259.00,103.00,12.00,11.00,4.00,3.00,0.00,0.00
WI,63.00,510.00, 354-3545,0.00,1.00,13.00,214.00,61.00,36.00,181.00,88.00,15.00,174.00,68.00,8.00,10.00,2.00,3.00,0.00,0.00
RI,112.00,510.00, 341-3464,0.00,0.00,0.00,194.00,101.00,33.00,190.00,82.00,16.00,183.00,107.00,8.00,11.00,2.00,3.00,0.00,0.00
IN,105.00,510.00, 337-4101,0.00,1.00,42.00,102.00,79.00,17.00,223.00,97.00,19.00,242.00,77.00,11.00,13.00,2.00,3.00,0.00,0.00
MD,141.00,415.00, 364-5362,0.00,0.00,0.00,185.00,126.00,31.00,233.00,98.00,20.00,152.00,106.00,7.00,9.00,7.00,2.00,0.00,0.00
FL,99.00,408.00, 336-2090,0.00,0.00,0.00,155.00,93.00,26.00,266.00,95.00,23.00,146.00,67.00,7.00,12.00,4.00,3.00,0.00,0.00
OK,194.00,408.00, 328-9869,0.00,0.00,0.00,162.00,88.00,28.00,214.00,118.00,18.00,192.00,81.00,9.00,11.00,2.00,3.00,0.00,0.00
IN,108.00,415.00, 392-2268,0.00,0.00,0.00,199.00,104.00,34.00,224.00,92.00,19.00,140.00,57.00,6.00,15.00,2.00,4.00,0.00,0.00
OR,159.00,510.00, 400-1899,0.00,0.00,0.00,115.00,98.00,20.00,193.00,101.00,16.00,259.00,108.00,12.00,12.00,5.00,3.00,0.00,0.00
AL,32.00,510.00, 404-9680,0.00,0.00,0.00,231.00,87.00,39.00,187.00,90.00,16.00,154.00,53.00,7.00,6.00,2.00,2.00,0.00,0.00
AZ,72.00,510.00, 407-9830,0.00,0.00,0.00,272.00,88.00,46.00,108.00,125.00,9.00,186.00,81.00,8.00,13.00,2.00,3.00,0.00,0.00
LA,34.00,408.00, 351-3590,0.00,0.00,0.00,151.00,92.00,26.00,212.00,86.00,18.00,206.00,72.00,9.00,10.00,4.00,3.00,0.00,0.00
NH,142.00,408.00, 383-2901,1.00,1.00,25.00,191.00,109.00,32.00,150.00,120.00,13.00,228.00,60.00,10.00,10.00,3.00,3.00,0.00,0.00
IA,123.00,415.00, 420-6052,0.00,0.00,0.00,204.00,88.00,35.00,138.00,111.00,12.00,226.00,100.00,10.00,10.00,4.00,3.00,0.00,0.00
VT,122.00,415.00, 386-6535,0.00,0.00,0.00,137.00,115.00,23.00,243.00,137.00,21.00,189.00,110.00,9.00,9.00,4.00,2.00,0.00,0.00
ID,99.00,415.00, 377-2139,0.00,0.00,0.00,202.00,103.00,34.00,124.00,120.00,11.00,240.00,56.00,11.00,12.00,3.00,3.00,0.00,0.00
OR,149.00,415.00, 332-9460,1.00,0.00,0.00,176.00,87.00,30.00,145.00,81.00,12.00,250.00,92.00,11.00,6.00,4.00,2.00,0.00,0.00
KS,48.00,408.00, 383-4357,0.00,1.00,26.00,193.00,60.00,33.00,179.00,87.00,15.00,186.00,137.00,8.00,19.00,7.00,5.00,0.00,0.00
TN,63.00,415.00, 374-6217,0.00,0.00,0.00,165.00,75.00,28.00,148.00,118.00,13.00,253.00,97.00,11.00,11.00,2.00,3.00,0.00,0.00
MS,70.00,408.00, 384-4385,0.00,0.00,0.00,148.00,110.00,25.00,267.00,90.00,23.00,152.00,101.00,7.00,9.00,4.00,2.00,0.00,0.00
MD,125.00,415.00, 405-1821,0.00,0.00,0.00,225.00,102.00,38.00,144.00,87.00,12.00,199.00,105.00,9.00,8.00,2.00,2.00,0.00,0.00
OK,52.00,510.00, 412-9357,0.00,1.00,38.00,169.00,88.00,29.00,226.00,97.00,19.00,172.00,86.00,8.00,8.00,3.00,2.00,0.00,0.00
MT,132.00,408.00, 406-8465,0.00,0.00,0.00,195.00,100.00,33.00,149.00,95.00,13.00,225.00,117.00,10.00,7.00,2.00,2.00,0.00,0.00
WI,87.00,510.00, 335-2978,0.00,1.00,24.00,136.00,108.00,23.00,251.00,62.00,21.00,182.00,91.00,8.00,6.00,4.00,2.00,0.00,0.00
MI,98.00,415.00, 355-8388,0.00,1.00,23.00,169.00,98.00,29.00,226.00,117.00,19.00,166.00,96.00,7.00,14.00,3.00,4.00,0.00,0.00
WI,73.00,415.00, 402-7626,0.00,0.00,0.00,214.00,90.00,36.00,197.00,78.00,17.00,158.00,112.00,7.00,6.00,8.00,2.00,0.00,0.00
GA,160.00,415.00, 335-8836,0.00,0.00,0.00,174.00,105.00,30.00,171.00,107.00,15.00,221.00,131.00,10.00,8.00,2.00,2.00,0.00,0.00
TN,130.00,415.00, 386-7456,0.00,1.00,12.00,142.00,92.00,24.00,229.00,102.00,19.00,195.00,101.00,9.00,9.00,5.00,2.00,0.00,0.00
RI,134.00,415.00, 413-1789,0.00,0.00,0.00,142.00,95.00,24.00,206.00,101.00,17.00,219.00,60.00,10.00,9.00,6.00,2.00,0.00,0.00
MT,80.00,510.00, 416-7866,1.00,1.00,30.00,184.00,132.00,31.00,168.00,109.00,14.00,213.00,114.00,10.00,10.00,10.00,3.00,0.00,0.00
NC,126.00,415.00, 342-1702,0.00,0.00,0.00,104.00,93.00,18.00,127.00,107.00,11.00,329.00,66.00,15.00,14.00,1.00,4.00,0.00,0.00
ID,82.00,408.00, 352-7413,0.00,0.00,0.00,101.00,93.00,17.00,156.00,104.00,13.00,304.00,93.00,14.00,13.00,2.00,4.00,0.00,0.00
NH,110.00,408.00, 358-1778,0.00,0.00,0.00,162.00,81.00,28.00,248.00,89.00,21.00,156.00,99.00,7.00,9.00,8.00,2.00,0.00,0.00
TN,163.00,510.00, 349-6523,0.00,0.00,0.00,278.00,118.00,47.00,115.00,91.00,10.00,170.00,90.00,8.00,10.00,8.00,3.00,0.00,0.00
VA,132.00,510.00, 343-4696,0.00,0.00,0.00,81.00,86.00,14.00,245.00,72.00,21.00,237.00,115.00,11.00,10.00,2.00,3.00,0.00,0.00
RI,95.00,408.00, 410-4882,0.00,0.00,0.00,160.00,133.00,27.00,215.00,98.00,18.00,189.00,87.00,9.00,9.00,4.00,2.00,0.00,0.00
NM,118.00,510.00, 395-4509,0.00,0.00,0.00,205.00,115.00,35.00,185.00,137.00,16.00,176.00,115.00,8.00,7.00,6.00,2.00,0.00,0.00
MO,55.00,510.00, 362-1146,0.00,0.00,0.00,189.00,100.00,32.00,119.00,99.00,10.00,248.00,87.00,11.00,17.00,6.00,5.00,0.00,0.00
MT,137.00,510.00, 381-7211,0.00,0.00,0.00,224.00,86.00,38.00,245.00,139.00,21.00,94.00,81.00,4.00,10.00,7.00,3.00,0.00,0.00
HI,78.00,408.00, 351-2146,0.00,0.00,0.00,89.00,124.00,15.00,227.00,121.00,19.00,249.00,88.00,11.00,7.00,5.00,2.00,0.00,0.00
TN,130.00,408.00, 401-2581,0.00,0.00,0.00,127.00,102.00,22.00,207.00,107.00,18.00,232.00,99.00,10.00,6.00,6.00,2.00,0.00,0.00
RI,129.00,415.00, 369-5222,0.00,0.00,0.00,140.00,119.00,24.00,289.00,105.00,25.00,129.00,97.00,6.00,13.00,8.00,4.00,0.00,0.00
MN,93.00,415.00, 393-4261,0.00,0.00,0.00,172.00,80.00,29.00,219.00,76.00,19.00,170.00,108.00,8.00,10.00,3.00,3.00,0.00,0.00
VA,118.00,408.00, 404-2877,0.00,0.00,0.00,155.00,71.00,26.00,244.00,73.00,21.00,160.00,81.00,7.00,13.00,4.00,3.00,0.00,0.00
RI,123.00,415.00, 333-9728,0.00,1.00,27.00,219.00,79.00,37.00,163.00,78.00,14.00,174.00,116.00,8.00,15.00,1.00,4.00,0.00,0.00
OR,99.00,408.00, 378-8975,0.00,0.00,0.00,221.00,118.00,38.00,139.00,104.00,12.00,199.00,96.00,9.00,12.00,4.00,3.00,0.00,0.00
ME,77.00,415.00, 402-6363,0.00,0.00,0.00,209.00,117.00,36.00,175.00,81.00,15.00,172.00,105.00,8.00,13.00,3.00,4.00,0.00,0.00
NE,64.00,408.00, 360-6416,0.00,0.00,0.00,262.00,113.00,45.00,148.00,99.00,13.00,145.00,74.00,7.00,14.00,4.00,4.00,0.00,0.00
DE,148.00,415.00, 351-2587,0.00,0.00,0.00,124.00,83.00,21.00,180.00,81.00,15.00,253.00,99.00,11.00,11.00,6.00,3.00,0.00,0.00
IL,158.00,415.00, 416-5463,0.00,1.00,19.00,128.00,88.00,22.00,235.00,82.00,20.00,195.00,87.00,9.00,10.00,3.00,3.00,0.00,0.00
MN,44.00,408.00, 375-8931,0.00,0.00,0.00,207.00,90.00,35.00,179.00,76.00,15.00,182.00,74.00,8.00,0.00,0.00,0.00,0.00,0.00
DE,114.00,415.00, 347-4626,0.00,1.00,31.00,223.00,98.00,38.00,181.00,105.00,15.00,151.00,101.00,7.00,13.00,4.00,4.00,0.00,0.00
GA,155.00,510.00, 376-1641,0.00,0.00,0.00,71.00,90.00,12.00,304.00,119.00,26.00,183.00,103.00,8.00,9.00,4.00,2.00,0.00,0.00
ID,164.00,408.00, 362-9109,1.00,1.00,28.00,156.00,98.00,27.00,210.00,140.00,18.00,190.00,69.00,9.00,11.00,4.00,3.00,0.00,0.00
AL,151.00,408.00, 419-2506,0.00,1.00,27.00,166.00,112.00,28.00,234.00,116.00,20.00,161.00,95.00,7.00,6.00,2.00,1.00,0.00,0.00
OK,152.00,415.00, 358-2313,0.00,0.00,0.00,285.00,113.00,48.00,142.00,101.00,12.00,127.00,78.00,6.00,13.00,5.00,3.00,0.00,0.00
AZ,102.00,408.00, 334-1339,0.00,0.00,0.00,158.00,94.00,27.00,208.00,100.00,18.00,190.00,120.00,9.00,10.00,10.00,3.00,0.00,0.00
MO,97.00,510.00, 385-6470,0.00,0.00,0.00,81.00,99.00,14.00,262.00,93.00,22.00,215.00,130.00,10.00,9.00,3.00,2.00,0.00,0.00
IN,195.00,415.00, 379-6697,0.00,0.00,0.00,222.00,109.00,38.00,126.00,94.00,11.00,212.00,98.00,10.00,6.00,2.00,2.00,0.00,0.00
MD,107.00,415.00, 350-2384,0.00,0.00,0.00,242.00,102.00,41.00,127.00,117.00,11.00,186.00,92.00,8.00,12.00,6.00,3.00,0.00,0.00
MA,101.00,408.00, 372-5924,0.00,0.00,0.00,189.00,122.00,32.00,179.00,91.00,15.00,187.00,170.00,8.00,11.00,6.00,3.00,0.00,0.00
ME,82.00,415.00, 338-7583,0.00,0.00,0.00,121.00,107.00,20.00,176.00,124.00,15.00,258.00,121.00,12.00,11.00,5.00,3.00,0.00,0.00
DC,101.00,415.00, 361-8367,0.00,0.00,0.00,257.00,84.00,44.00,185.00,115.00,16.00,109.00,109.00,5.00,14.00,7.00,4.00,0.00,0.00
VA,182.00,408.00, 343-1137,0.00,1.00,24.00,215.00,73.00,37.00,133.00,85.00,11.00,205.00,79.00,9.00,11.00,7.00,3.00,0.00,0.00
NC,102.00,408.00, 416-8826,0.00,1.00,27.00,110.00,66.00,19.00,207.00,76.00,18.00,237.00,101.00,11.00,10.00,7.00,3.00,0.00,0.00
NY,65.00,510.00, 383-8878,0.00,0.00,0.00,195.00,110.00,33.00,181.00,109.00,15.00,179.00,105.00,8.00,9.00,4.00,2.00,0.00,0.00
